YEAR,MENU_ITEM_ID,TOTAL_QTY_SOLD_PER_YEAR
2019,10,5305.0
2019,11,15597.0
2019,12,15612.0
2019,13,15641.0
2019,14,5211.0
2019,15,5211.0
2019,16,5349.0
2019,17,15560.0
2019,18,15759.0
2019,19,15658.0
2019,21,57119.0
2019,22,57079.0
2019,23,56941.0
2019,24,25690.0
2019,25,25427.0
2019,26,25564.0
2019,27,57332.0
2019,28,57055.0
2019,29,56811.0
2019,31,20243.0
2019,32,20077.0
2019,33,20242.0
2019,34,9152.0
2019,35,9139.0
2019,36,9093.0
2019,37,20269.0
2019,38,20162.0
2019,39,20194.0
2019,61,123473.0
2019,62,123983.0
2019,63,123704.0
2019,64,27818.0
2019,65,28015.0
2019,66,28062.0
2020,10,26284.0
2020,11,78134.0
2020,12,78038.0
2020,13,77594.0
2020,14,26568.0
2020,15,26326.0
2020,16,26448.0
2020,17,77933.0
2020,18,77695.0
2020,19,77865.0
2020,21,104678.0
2020,22,105364.0
2020,23,105111.0
2020,24,47373.0
2020,25,47204.0
2020,26,47140.0
2020,27,104874.0
2020,28,105013.0
2020,29,104611.0
2020,31,169392.0
2020,32,168598.0
2020,33,168683.0
2020,34,76543.0
2020,35,76060.0
2020,36,75983.0
2020,37,167997.0
2020,38,168957.0
2020,39,169381.0
2020,51,65550.0
2020,52,65523.0
2020,53,65562.0
2020,54,14783.0
2020,55,14579.0
2020,56,14585.0
2020,61,284792.0
2020,62,284288.0
2020,63,283437.0
2020,64,63599.0
2020,65,63996.0
2020,66,63686.0
2020,71,607627.0
2020,72,604529.0
2020,73,604528.0
2020,74,136736.0
2020,75,136694.0
2020,76,136339.0
2020,81,134851.0
2020,82,135609.0
2020,83,135118.0
2020,84,30264.0
2020,85,30066.0
2020,86,30461.0
2020,91,80951.0
2020,92,81013.0
2020,93,80139.0
2020,94,18147.0
2020,95,17959.0
2020,96,18193.0
2020,101,128586.0
2020,102,128593.0
2020,103,128663.0
2020,104,28789.0
2020,105,29077.0
2020,106,29111.0
2020,111,170378.0
2020,112,170569.0
2020,113,171397.0
2020,114,38355.0
2020,115,38476.0
2020,116,38675.0
2020,121,102820.0
2020,122,103181.0
2020,123,102628.0
2020,124,23224.0
2020,125,23105.0
2020,126,23064.0
2020,131,603298.0
2020,132,603922.0
2020,133,603802.0
2020,134,136347.0
2020,135,135278.0
2020,136,136325.0
2020,141,191892.0
2020,142,191707.0
2020,143,192720.0
2020,144,42948.0
2020,145,43444.0
2020,146,43413.0
2020,151,135543.0
2020,152,136411.0
2020,153,136128.0
2020,154,30404.0
2020,155,30707.0
2020,156,30752.0
2021,10,159322.0
2021,11,470353.0
2021,12,470994.0
2021,13,471289.0
2021,14,158767.0
2021,15,159216.0
2021,16,159301.0
2021,17,470929.0
2021,18,471474.0
2021,19,470149.0
2021,21,362263.0
2021,22,362034.0
2021,23,361651.0
2021,24,162327.0
2021,25,163336.0
2021,26,163140.0
2021,27,361714.0
2021,28,361780.0
2021,29,362326.0
2021,31,240313.0
2021,32,240027.0
2021,33,239777.0
2021,34,107848.0
2021,35,107895.0
2021,36,108251.0
2021,37,240238.0
2021,38,239616.0
2021,39,239552.0
2021,41,865411.0
2021,42,863434.0
2021,43,864692.0
2021,44,195414.0
2021,45,194559.0
2021,46,194784.0
2021,51,232663.0
2021,52,232878.0
2021,53,233311.0
2021,54,52375.0
2021,55,52250.0
2021,56,52603.0
2021,61,458147.0
2021,62,456262.0
2021,63,457048.0
2021,64,102685.0
2021,65,102297.0
2021,66,103279.0
2021,71,790077.0
2021,72,789100.0
2021,73,787842.0
2021,74,177569.0
2021,75,176719.0
2021,76,176972.0
2021,81,658017.0
2021,82,658916.0
2021,83,658140.0
2021,84,148010.0
2021,85,148134.0
2021,86,148279.0
2021,91,421300.0
2021,92,421315.0
2021,93,422086.0
2021,94,94668.0
2021,95,95246.0
2021,96,94367.0
2021,101,1007376.0
2021,102,1005585.0
2021,103,1009207.0
2021,104,227047.0
2021,105,226868.0
2021,106,226498.0
2021,111,875443.0
2021,112,876629.0
2021,113,876061.0
2021,114,196741.0
2021,115,196906.0
2021,116,197491.0
2021,121,413160.0
2021,122,415300.0
2021,123,413211.0
2021,124,93230.0
2021,125,93079.0
2021,126,92977.0
2021,131,861723.0
2021,132,862784.0
2021,133,861161.0
2021,134,193490.0
2021,135,193636.0
2021,136,193202.0
2021,141,829808.0
2021,142,830537.0
2021,143,829933.0
2021,144,187509.0
2021,145,186741.0
2021,146,187343.0
2021,151,911644.0
2021,152,911774.0
2021,153,911891.0
2021,154,205932.0
2021,155,205048.0
2021,156,205848.0
2022,10,179182.0
2022,11,532086.0
2022,12,530130.0
2022,13,530033.0
2022,14,179277.0
2022,15,178703.0
2022,16,179543.0
2022,17,531692.0
2022,18,529905.0
2022,19,530699.0
2022,21,553812.0
2022,22,553985.0
2022,23,554519.0
2022,24,249442.0
2022,25,249041.0
2022,26,249968.0
2022,27,556202.0
2022,28,553694.0
2022,29,554141.0
2022,31,467637.0
2022,32,465341.0
2022,33,465896.0
2022,34,209862.0
2022,35,210114.0
2022,36,210660.0
2022,37,467643.0
2022,38,468071.0
2022,39,465867.0
2022,41,1109338.0
2022,42,1109494.0
2022,43,1108481.0
2022,44,249269.0
2022,45,250022.0
2022,46,249789.0
2022,51,1102394.0
2022,52,1101366.0
2022,53,1102932.0
2022,54,246945.0
2022,55,248110.0
2022,56,247562.0
2022,61,936773.0
2022,62,936914.0
2022,63,936238.0
2022,64,210600.0
2022,65,211733.0
2022,66,210536.0
2022,71,1108851.0
2022,72,1109474.0
2022,73,1108430.0
2022,74,248520.0
2022,75,248922.0
2022,76,249172.0
2022,81,1010458.0
2022,82,1008173.0
2022,83,1009944.0
2022,84,226509.0
2022,85,227292.0
2022,86,226002.0
2022,91,1065714.0
2022,92,1065582.0
2022,93,1064795.0
2022,94,239316.0
2022,95,241212.0
2022,96,238788.0
2022,101,1106296.0
2022,102,1109614.0
2022,103,1106364.0
2022,104,249110.0
2022,105,249008.0
2022,106,250019.0
2022,111,1068222.0
2022,112,1068482.0
2022,113,1067974.0
2022,114,240891.0
2022,115,240114.0
2022,116,240550.0
2022,121,935711.0
2022,122,935945.0
2022,123,936358.0
2022,124,210641.0
2022,125,210903.0
2022,126,211140.0
2022,131,1113910.0
2022,132,1114121.0
2022,133,1115334.0
2022,134,251181.0
2022,135,250584.0
2022,136,250488.0
2022,141,1066976.0
2022,142,1067687.0
2022,143,1069496.0
2022,144,239742.0
2022,145,240729.0
2022,146,240452.0
2022,151,1110336.0
2022,152,1108914.0
2022,153,1109504.0
2022,154,249821.0
2022,155,249171.0
2022,156,249845.0
